a	एक
tinkerer	मरम्मत करने वाला
tinkle	टनटनाना
tinkling	खनखनाता,टनटनाता
tinkly	खनखनाता,टनटनाता
tinned	टीन में बन्द,कलईदार
tinning	कलईकारी
tinnitus	कर्णक्ष्वेड
tinny	वंगमय,कलईदार
tinospora	गुलंच
tinplate	कलईदार लोहा
tinpot	घटिया
tinsel	पन्नी,भड़कीला
tinseltown	फ़िल्मनगरी
tinsmith	टीनकार
tinstone	वंग-प्रस्तर
tint	वर्ण,रंग,वर्णभेद,आभा,रंगत
tintack	लोहे की कलईदार कील
tintinnabulation	टनटनाहट
tinty	बेमेल रॅंगा हुआ
tinware	टिन के बरतन
tiny	बहुत छोटा,नन्हा
tip	नोक,आनी,अग्र,सिरा,बख्शिश,सुझाव,संकेत
tipi	शंक्वाकार तंबू
tippet	दुपट्टा
tipple	शराबी
tippler	शराबी
tipstaff	चोब
tipster	गुप्त सूचना देनेवाला
tipsy	गुलाबी नशे मे
tiptoe	पंजा,पंजो के बल,व्यग्र
tiptop	चरममोत्कर्ष,उत्कृष्ट
tirade	उत्तेजनापूर्ण भाषण
tirailleur	बन्दूकची
tire	हाल,टायर,वस्त्र,थकना,उबना
tire/tyre	टायर
tired	थका हुआ,थकित
tiredly	तके हुए अंदाज़ में
tiredness	थकावट,थकान
tireless	अथक
tirelessly	अथक रूप से
tiresome	थकानेवाला
tiresomely	थकाऊ रूप से
tiring	थका हुआ
tiro	नौसिखिया
tisane	पथ्य पेय
tissue	ऊतक,महीन कपड़ा
tit	गंगरा,टट्टू
titanic	भीमकाय
titanium	टाइटेनियम
titbit	मजेदार निवाला,चटपटा
titetivate	सॅवारना
tithable	करयोग्य
tithe	दशमांश
titillate	गुदगुदाना
titillation	गुदगुदीई,सिहरन,रोमांच
titivate	सजाना
titlark	तुलिका
title	शीर्षक,उपाधि,स्वामित्व
titled	अभिजात
titling	शीर्षक अंकन
titmouse	राम गंगरा
titratable	अनुमाप्य
titrate	अनुमापन करना
titration	अनुमापन
titter	ठी-ठी करना हीं-ही करना
tittivate	सजाना
tittle	रत्त्
tittup	कुदकना,फुदकना
titty	स्तन
titubation	लड़खड़ाहट
titular	उपाधिधारी,नामधारी
tizzy	घबराहट
tmesis	समस्तपद-प्रवेश
to	को,की ओर,तक
toad	भेक,टोड
toadflax	टोडफ़्लैक्स
toadstool	कुकुरमुत्ता,छत्रक
toady	खुशामदी टट्टू,चापलूस
toast	टोस्ट,सेंकना
toaster	सलामती का जाम उठाने वाला,टोस्टर
toastmaster	विशेष अतिथि के परिचय में जाम उठाने वाला
toastrack	टोस्ट रखने की ट्रे
toasty	गरम और आरामदायक
tobacco	तम्बाकू
tobacconist	सिगरेट आदि की दुकान,तंबाकूफ़रोश
tocopherol	टोकोफ़ेरल
tocsin	संकट-घण्टी
tod	स्वयं
today	आज,अद्य
toddle	ठुमकना,गिरते-पड़ते चलना
toddler	नन्हा बच्चा,डगमग.डगमग चलने वाला बच्चा
toddy	ताड़ी
toe	पेर की उॅंगली,खुर
toecap	पंजे की ढकनी
toenail	पेर की उॅंगली का नाखून
toff	बड़ा आदमी
toffee	टाॅफी
toffy	टफ़ी
toft	चक
tofu	टोफ़ू
tog	वस्त्र,कपड़े पहनना,पहनावा
toga	टोगा,चोगा
together	साथ साथ,एकत्र
togetherness	घनिष्ठता,निकटता
toggery	पहनावा,वस्त्र
toggle	गिल्ली,गुल्ली,खूॅंटी
toil	कठिन परिश्रम करना
toiler	परिश्रमी
toilet	प्रसाधन,श्रंगार,शौचघर
toiletries	प्रसाधन.सामग्री
toilful	श्रम-साध्य,थकाऊ
toils	जाल
toilsome	दुष्कर
token	संकेत,चिन्ह,प्रतीक
tokenism	प्रतीकवाद
tolbooth	चुंगीघर
tolerable	सहनीय
tolerably	ठीक.ठाक ढंग से,कामचलाऊ ढंग से,ठीक.ठाक
tolerance	उदारता,सहनशक्ति
tolerant	सहिष्णु,सहनशील,उदार
tolerantly	सहनशीलता के साथ
tolerate	सहना,बरदाश्त करना
toleration	उदारता,सहनशीलता
